"","mean_lc_corr","sd_lc_corr","mean_lc_pop_pair_cv","sd_lc_pop_pair_cv","mean_lc_stab","sd_lc_stab","mean_mp_corr","sd_mp_corr","mean_mp_pop_pair_cv","sd_mp_pop_pair_cv","mean_mp_stab","sd_mp_stab","mean_cc_corr","sd_cc_corr","mean_cc_pop_pair_cv","sd_cc_pop_pair_cv","mean_cc_stab","sd_cc_stab","Year"
"1",0.122586750788644,0.413214777207185,0.00014929841981522,0.000633054146862663,0.000101109577080021,0.00045769536046214,0.496246056782334,0.376241543105139,0.000257127218413729,0.000625597513990421,7.77136231622969e-05,0.000230315808102023,0.110283911671924,0.379513656330853,0.000101688607396998,0.000327975792433753,8.23276861926115e-05,0.000244482214522605,1986
"2",-0.00627167630057803,0.42780291569098,5.36643514097669e-05,0.00017644701339455,4.81949920373606e-05,0.000149171116082186,0.373323699421965,0.398634181746873,0.000351617618157167,0.00172584948460059,0.00015316805899605,0.000730101942778621,0.013150289017341,0.419091032223038,6.24156013865588e-05,0.000233393004995235,5.1349203384524e-05,0.000159858904978163,1987
"3",0.035625,0.401132702657195,7.79547314230651e-05,0.000238295262027317,5.68819881769444e-05,0.000169892554875603,0.45709375,0.368558988305131,0.000308783883226808,0.000697223208000397,0.000149811889253558,0.000418119954011521,0.04571875,0.387908282988353,6.81066701458926e-05,0.000227573287161979,6.6841480999531e-05,0.000288996169014451,1988
"4",0.162202380952381,0.32017052470494,8.52843887085848e-05,0.000435902794239278,5.74358936656855e-05,0.000232738953781324,0.48172619047619,0.350582452709533,0.00023510746185983,0.000608511168951124,7.62385252947016e-05,0.000229465659401481,0.134077380952381,0.319640254820598,6.78636369976346e-05,0.000209011220574247,4.21128525148161e-05,0.00010349094860107,1989
"5",-0.00663817663817664,0.426163057487333,8.37287913996074e-05,0.000258975569592626,6.1031981637798e-05,0.000184959355486872,0.509031339031339,0.399746600647641,0.000303081652479559,0.000798728222046273,0.000115396300379486,0.000373659202809461,-0.008005698005698,0.397369939148482,7.66786597116102e-05,0.00023216057427636,6.56474445266136e-05,0.000172341885985604,1990
"6",0.0344987146529563,0.394619179759963,0.000130950276709182,0.000724073355608786,0.000107805833162191,0.000584135104875461,0.448200514138818,0.392993206965953,0.000236767820640064,0.00113480039441068,8.74385443624645e-05,0.000405679211716059,0.0338560411311054,0.391633559851314,8.38090111082958e-05,0.0003183476230359,6.8175950640345e-05,0.000247276895400661,1991
"7",0.0799025974025974,0.372122607189492,7.16369932328279e-05,0.000165668317724597,5.20237179248441e-05,0.000127206213602255,0.512012987012987,0.356940272506448,0.000204933821321292,0.000385143235233761,5.26794778275157e-05,0.0001011757289701,0.0640584415584416,0.387300130015815,5.97838703742304e-05,0.000156999060241432,4.19443449703279e-05,9.45069719576406e-05,1992
"8",0.0624937027707809,0.362445506995262,8.34508314431424e-05,0.000398367820785993,6.18222843419484e-05,0.000268627664933514,0.447078085642317,0.395543388479776,0.000321552070611887,0.00112919638009465,0.000145973587865601,0.000817928955819936,0.0580100755667506,0.357433076167596,7.08212233091292e-05,0.00032112514874784,5.48490156174431e-05,0.000233005009279433,1993
"9",0.00296969696969697,0.321881294063499,0.000102207345443515,0.000552645165252298,7.21260530755144e-05,0.00026603852104896,0.451151515151515,0.339755689196167,0.000387003815869938,0.00118980764527603,0.000160635813553708,0.000463346894508918,0.0136060606060606,0.317979032341364,0.000118685484218883,0.000446062673975327,9.8415177169429e-05,0.000329056127973935,1994
"10",0.0118589743589744,0.418890441419676,0.000145251012293908,0.000639689352622678,0.000155181438853304,0.000816333554942014,0.503974358974359,0.338581644344533,0.000987379770280147,0.00534363806312041,0.000400040896957043,0.00238729168065507,0.0327564102564103,0.367983247413225,0.000105930726564638,0.00038977184095158,9.10557146196871e-05,0.000326000017965449,1995
"11",0.000616883116883117,0.404983543286544,0.0001219829692883,0.000606908579016405,9.41392217577499e-05,0.000439031188747097,0.51237012987013,0.335512490508594,0.000341063912726229,0.000907871800945447,0.000156068591844288,0.000526140813331995,0.0674675324675325,0.406714910577913,0.000130255018914976,0.000360007676672256,9.1617318244309e-05,0.000226726050515941,1996
"12",0.0877464788732394,0.413991847730795,0.000117522771236007,0.000359371469267444,7.81954042782014e-05,0.000231054353992048,0.491091549295775,0.298573532204849,0.000345958381182818,0.000720841343131872,0.000143110804228404,0.000296666088957841,0.0371830985915493,0.3949573778448,0.000123081242164256,0.000487345769433676,0.000103086521217495,0.000378607019534032,1997
"13",0.0708661417322835,0.416393367570374,0.000173396823556155,0.000434343383216901,0.000128674996747129,0.000375868455942515,0.49007874015748,0.327394785471818,0.000612075061360064,0.00148157493743223,0.000301316827639849,0.000651280898741205,0.0503937007874016,0.416790677550457,0.000142647490201576,0.000336648923638494,0.00013736587241566,0.000295969634359621,1998
"14",0.0494736842105263,0.430079508914502,0.000139085141527838,0.000527076027277103,0.000111388680870664,0.000431430520755378,0.564070175438596,0.327885235185169,0.000485213936794047,0.00138952344486461,0.000185752926941499,0.000599054385879971,0.0497543859649123,0.43489306928813,0.000138093442389395,0.00034750286796131,0.000122056538415648,0.000337738158063453,1999
"15",0.0570383275261324,0.356596099594687,0.000175872187020009,0.000543890525185692,0.000142807392195207,0.000457501500506922,0.463066202090592,0.329427887957587,0.000411789723135232,0.000898985542950536,0.000142065687596447,0.000307359270400731,0.0384668989547038,0.335185604754672,0.000146251302076945,0.000369974131720807,0.000134145078207025,0.000363242999394611,2008
"16",0.127190332326284,0.415297217442332,7.71915087789732e-05,0.000240435081115728,4.14883080185177e-05,0.000131877053562732,0.524078549848943,0.36545444502288,0.000368804427345834,0.00117197011664049,0.000137730612943134,0.000845558360317293,0.094773413897281,0.38172200739203,0.000137377388238151,0.000787716989277895,8.53519848916793e-05,0.000534409760531098,2009
"17",0.0638571428571429,0.394982473432,8.2346694129755e-05,0.000253350236605073,5.59235949187562e-05,0.000170652069723873,0.561142857142857,0.290762966593976,0.000359941400631285,0.00119595922138628,0.000124955012931325,0.000492812709779479,0.0617428571428571,0.389086936673294,7.94598938054868e-05,0.000270560586520253,5.02661715331601e-05,0.000145808417620038,2010
"18",0.105546218487395,0.414891411566399,7.89135884767261e-05,0.000219162542747322,5.16914456877505e-05,0.000183927375614961,0.613837535014006,0.284979018432438,0.000264629615969711,0.0010122094615127,5.47635064952552e-05,0.00014893771902569,0.104929971988796,0.397584431176276,9.86752858758692e-05,0.000369410572136961,5.23346187114542e-05,0.000151182200640175,2011
"19",0.0494960212201591,0.414583244483503,8.50279443181248e-05,0.000458950524581194,6.32733593696474e-05,0.000422772556250882,0.556923076923077,0.302156393426285,0.00026731451003638,0.00080265032572266,6.45246867409409e-05,0.000167554005967256,0.0392838196286472,0.389142218954209,7.07896132847084e-05,0.000211208937146039,5.25785795319747e-05,0.000203582760384155,2012
"20",0.253483483483483,0.44911009450403,4.69432549894771e-05,0.000157658573226854,1.84995420909221e-05,6.08422761489467e-05,0.60003003003003,0.37328442795772,0.000315018874638018,0.000982322457256136,5.74934290295434e-05,0.000284191857506111,0.273963963963964,0.429077069100195,8.20144958661917e-05,0.000463702455602082,2.4628740075595e-05,0.000106201109532254,2013
