"","mean_lc_corr","sd_lc_corr","mean_lc_pop_pair_cv","sd_lc_pop_pair_cv","mean_lc_stab","sd_lc_stab","mean_mp_corr","sd_mp_corr","mean_mp_pop_pair_cv","sd_mp_pop_pair_cv","mean_mp_stab","sd_mp_stab","mean_cc_corr","sd_cc_corr","mean_cc_pop_pair_cv","sd_cc_pop_pair_cv","mean_cc_stab","sd_cc_stab","Year"
"1",0.143469387755102,0.352092264307289,0.000530765384636343,0.00113852627878326,0.000407393617419681,0.000911880254463076,0.455918367346939,0.392507528416903,0.00123511382335631,0.00268859451938774,0.000288340975925985,0.00064456122913456,0.0804081632653061,0.383101157135605,0.000430036291489067,0.0012771704681927,0.000317109780111336,0.000900518864494202,1986
"2",0.0046551724137931,0.4220260884812,0.000204096980164921,0.000746356867441056,0.000121482078111095,0.000267558548542475,0.390172413793103,0.40991865422947,0.00162177344389365,0.00673508120352874,0.000679539767597284,0.00281082919628685,0.005,0.487971993731881,8.72821824984541e-05,0.000209636461387234,0.00011776697695898,0.000336988565492847,1987
"3",0.157272727272727,0.423440295085014,9.08561857188449e-05,0.000236174735221399,8.85143665081145e-05,0.000242611114130675,0.533636363636364,0.356143768495791,0.00124909260720738,0.00295625221989483,0.000372093153260096,0.00122971695811189,0.028,0.433104212931783,0.000275659901951323,0.000876593946084607,0.000163174971733025,0.000338049968452388,1988
"4",0.104489795918367,0.419384773728582,0.000471153822098123,0.00113789400784677,0.000221148503443818,0.000346033553262964,0.447959183673469,0.322980775949054,0.0012341504681467,0.00316267705915392,0.000448307956343527,0.00114442451894609,0.102040816326531,0.386420429453878,0.000344293878042598,0.00069545890006901,0.000326215132068075,0.000728243591701133,1989
"5",-0.0173076923076923,0.386913961072745,0.000306995840009198,0.00059201196954064,0.000287817057338791,0.000472112900418151,0.535,0.416114143465656,0.00163255095711314,0.00393953025925976,0.000281293521740911,0.000559896815959546,0.0928846153846154,0.342919052578619,0.000439767020268201,0.00105712485002757,0.000309006007932518,0.000694112963827072,1990
"6",-0.0307272727272727,0.388171661842076,0.000298045607833831,0.000529533005638758,0.000281318417414172,0.000513307500883271,0.421818181818182,0.381852651963356,0.000704703038179338,0.00121936404524117,0.000346311398106147,0.000974320100092697,0.0983636363636364,0.327887535124829,0.000307128571508962,0.00044919457813196,0.000270935549765241,0.000420356592418512,1991
"7",-0.00133333333333333,0.377260459822461,0.00040858689240003,0.000776209542350635,0.000391341168335307,0.000745658618594088,0.525777777777778,0.355134346466804,0.00109107511630484,0.00188398168120507,0.000274828015988131,0.000374069621674955,0.0662222222222222,0.399199704459315,0.00035187092586951,0.000644227757714286,0.000260904184976487,0.00052831171636683,1992
"8",0.052,0.332095554964409,0.000275987060108397,0.000784236196762416,0.000245470228812033,0.00075738049901629,0.469166666666667,0.419710520363684,0.00110092111275769,0.00212341240051694,0.000311634942089615,0.000732939000963099,0.0298333333333333,0.350454869875151,6.23348598777824e-05,0.000132253157880499,4.32056923268199e-05,6.25582012556354e-05,1993
"9",-0.0565217391304348,0.365690928343135,0.000644807853386391,0.00196339120882611,0.000510849214189626,0.00117987783256876,0.497826086956522,0.335180966334959,0.00150045865988197,0.00380073745455931,0.000589806983598529,0.0015097397378351,-0.0591304347826087,0.337341410225813,0.000295149644071196,0.000707567694276823,0.000282873054738203,0.000602003804880227,1994
"10",0.128571428571429,0.311671899314487,0.000424518127693963,0.000866630759437518,0.00033201858035813,0.000589135541625708,0.559761904761905,0.351418644751826,0.00200779271461942,0.00492712516959893,0.000512864923188647,0.00130979385499532,0.0121428571428571,0.359108216003747,0.000507560501997498,0.00104634028000673,0.000492253612598127,0.00100816766062943,1995
